,index,subj_score,simi_score,vader_score,scores_flair,tw_subj_score,tw_simi_score,tw_vader_score,tw_scores_flair
0,2021-09-02,0.08878979080480312,-0.06583751432009784,0.22883499999999982,0.7478680595755577,0.08107110915473416,0.001284487199255585,0.18660384615384598,0.7582217065187601
1,2021-09-03,0.13681432991133097,-0.0848346511806443,0.2783449999999998,0.7446593701839447,0.054041637362637375,0.01361542533942545,0.17476538461538443,0.7465465366840363
2,2021-09-06,0.04402269387531033,-0.11307063631948162,0.084385,0.6854419514536858,0.007285804195804196,-0.045054318376068374,-0.003115384615384605,0.6607161829104791
3,2021-09-07,0.061987341516399216,-0.08381462364243944,0.1047400000000001,0.6801393181085587,0.03479311538461539,-0.06937128666086158,0.06963846153846155,0.7398467339002169
4,2021-09-08,0.16525501711548135,-0.07752982639333403,0.3217999999999998,0.7344066470861434,0.031014209401709403,-0.0625369278850182,0.06053076923076918,0.7358262149187235
5,2021-09-09,0.22621128119695072,0.046584896283368774,0.4754649999999999,0.7443707853555679,0.018149615384615386,-0.05549747415135474,0.039876923076923,0.6839355459580054
6,2021-09-10,0.019894457298136655,-0.07673188944508005,0.026294999999999995,0.6678745716810226,0.13251291025641024,-0.008598711442604566,0.20424615384615366,0.755490073790917
7,2021-09-13,0.1984769679340763,0.01084989352742229,0.42807499999999976,0.7460940927267075,0.1065790099067599,-0.039610962808143066,0.1549730769230767,0.748380564726316
8,2021-09-14,0.08322085716899012,-0.07866406224246182,0.17077500000000012,0.704246211051941,0.06643244230769231,-0.06377348320022164,0.08325384615384626,0.6984306528018072
9,2021-09-15,0.17384926058935277,-0.013498831719510154,0.37548999999999977,0.7415360152721405,0.07200030270655271,-0.07111125035072152,0.06863461538461543,0.708603308751033
10,2021-09-16,0.21025829932213197,0.06726189071332625,0.47010999999999986,0.8024945899844169,0.11103788861138862,0.017748731471144932,0.20396923076923057,0.7632696032524109
