,index,subj_score,simi_score,vader_score,scores_flair,tw_subj_score,tw_simi_score,tw_vader_score,tw_scores_flair
1,2021-09-02,0.3745795660528447,0.7277620717957166,0.86431,0.8955990895628929,0.14367265595959597,0.38856648543240796,0.4727199999999999,0.8375056147575378
2,2021-09-03,0.24217622527853178,0.14312730590361375,0.5267449999999998,0.8018412590026855,0.03890168634920635,-0.022478412037037012,0.14087200000000005,0.7440557742118835
3,2021-09-06,0.2365887125307101,0.16766924852314494,0.5578149999999998,0.7976205721497536,0.20863064733333336,0.4120509976013393,0.5283879999999999,0.868182716369629
4,2021-09-07,0.44228931565005114,1.007356106247496,0.9979950000000001,0.9503175884485244,0.2241445318181818,0.4241625799409291,0.5132319999999999,0.8491929340362548
5,2021-09-08,0.317290058306402,0.46050500295480495,0.6861499999999999,0.8813156694173813,0.21279417063492068,0.2695134162962371,0.4030279999999999,0.9163576817512512
6,2021-09-09,0.33182091036389777,0.6323858835960728,0.843665,0.9113472178578377,0.1973622208080808,0.3629515913671696,0.4592399999999999,0.852030782699585
7,2021-09-10,0.19692124745647097,0.04094462489076831,0.4518699999999998,0.7677158951759339,0.08600724444444445,0.0063092723294624516,0.21275599999999983,0.7473940277099609
8,2021-09-13,0.4128593417475474,0.9618886202376059,0.9428800000000003,0.9465484336018563,0.2037812772222222,0.3545350756562135,0.453916,0.8741480994224549
9,2021-09-14,0.4085713571975682,1.016449542006012,0.9954850000000002,0.9209992289543152,0.1450497810606061,0.20724615693161205,0.31701999999999997,0.8654107022285461
10,2021-09-15,0.37248951809106956,0.7855745969345254,0.83959,0.9058826684951782,0.26761540237373743,0.38579870414243594,0.5173399999999999,0.8785762953758239
11,2021-09-16,0.353457242561124,0.43650190310758985,0.7365,0.8837785825133324,0.13963354666666666,0.3193291661031561,0.444072,0.8721244955062866
12,2021-09-17,0.3312028168047077,0.5202550634153433,0.7912600000000001,0.8729871079325676,0.08150766666666667,-0.02781423777708788,0.15389199999999986,0.7353701400756836
13,2021-09-20,0.393299523691123,0.901932273607045,0.9416149999999999,0.9114164158701896,0.20440787,0.2962517865008717,0.440472,0.8954943633079528
14,2021-09-21,0.3933673198986176,0.9115936297468172,0.89782,0.9621493235230446,0.18105646060606062,0.28824315643906945,0.409376,0.8860709571838379
15,2021-09-22,0.4190430872781527,1.0152984854638603,0.9865700000000002,0.9268631726503372,0.22836512454545452,0.3352367248721187,0.449992,0.904417359828949
16,2021-09-23,0.43795133222431976,1.00832565503788,0.996285,0.9664480060338974,0.18061903173160176,0.3067939237706952,0.41596399999999994,0.8774433255195617
17,2021-09-24,0.4003173515599624,0.7487531091209501,0.8941949999999999,0.9185242563486099,0.0727541142857143,0.007018436630637788,0.1993479999999998,0.7834470415115357
18,2021-09-27,0.27159353755082394,0.41569042385153326,0.7273850000000001,0.8542388841509819,0.13165359539682542,0.29745606214243625,0.43174399999999996,0.9127958202362061
19,2021-09-28,0.4448856871403331,1.0143967842465167,0.9747500000000002,0.9860427170991898,0.19213705453102453,0.3640296388595404,0.49758399999999986,0.8503015851974487
20,2021-09-29,0.41208196790611584,0.8767569673737956,0.9466000000000003,0.9202636197209358,0.2615548916666667,0.36380880811624633,0.5071319999999999,0.8886870408058166
21,2021-09-30,0.35224268941987824,0.5263489371005851,0.7839499999999998,0.8865115687251091,0.16334378555555554,0.26068722572559616,0.36211999999999994,0.8916136479377746
22,2021-10-01,0.313595069337755,0.4394509191183616,0.7336349999999999,0.876048855483532,0.08152582943722944,-0.020139181007691867,0.15343999999999985,0.7232366061210632
